animal	Length	Family	Sire	Dam	Salinity	SireID	DamID	Protein	HC	TG	FA	CH	PL
1718	0.076	AN	H	L	H	SH8	DL1	25.92534549	63.51475155	676.4564325	54.49177861	24.42081333	1063.827847
1719	0.069	AN	H	L	H	SH8	DL1	25.92534549	63.51475155	676.4564325	54.49177861	24.42081333	1063.827847
1720	0.077	AN	H	L	H	SH8	DL1	25.92534549	63.51475155	676.4564325	54.49177861	24.42081333	1063.827847
1721	0.072	AN	H	L	H	SH8	DL1	25.92534549	63.51475155	676.4564325	54.49177861	24.42081333	1063.827847
1722	0.068	AN	H	L	H	SH8	DL1	25.92534549	63.51475155	676.4564325	54.49177861	24.42081333	1063.827847
1723	0.105	AN	H	L	H	SH8	DL1	25.92534549	63.51475155	676.4564325	54.49177861	24.42081333	1063.827847
1724	0.08	AN	H	L	H	SH8	DL1	25.92534549	63.51475155	676.4564325	54.49177861	24.42081333	1063.827847
1725	0.072	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1726	0.062	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1727	0.067	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1728	0.079	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1729	0.072	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1730	0.09	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1731	0.065	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1732	0.076	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1733	0.079	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1734	0.067	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1735	0.064	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1736	0.074	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1737	0.078	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1738	0.059	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1739	0.057	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1740	0.086	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1741	0.088	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1742	0.095	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1743	0.075	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1744	0.078	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1745	0.067	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1746	0.07	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1747	0.068	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1748	0.062	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1749	0.078	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1750	0.073	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1751	0.068	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1752	0.089	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1753	0.074	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1754	0.083	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1755	0.079	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1756	0.06	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1757	0.064	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1758	0.089	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1759	0.064	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1760	0.054	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1761	0.09	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1762	0.07	BI	L	H	L	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1763	0.071	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1764	0.092	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1765	0.086	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1766	0.075	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1767	0.068	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1768	0.093	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1769	0.103	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1770	0.072	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1771	0.108	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1772	0.075	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1773	0.095	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1774	0.064	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1775	0.057	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1776	0.079	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1777	0.067	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1778	0.063	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1779	0.069	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1780	0.089	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1781	0.07	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1782	0.087	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1783	0.079	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1784	0.065	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1785	0.083	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1786	0.082	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1787	0.069	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1788	0.098	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1789	0.095	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1790	0.081	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1791	0.085	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1792	0.063	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1793	0.091	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
1794	0.102	BI	L	H	H	SL7	DH6	26.28135916	82.27637258	1364.021444	160.0779609	49.1877859	1158.669073
2000	0.081	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2001	0.074	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2002	0.082	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2003	0.08	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2004	0.06	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2005	0.067	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2006	0.076	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2007	0.08	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2008	0.072	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2009	0.079	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2010	0.073	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2011	0.079	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2012	0.064	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2013	0.059	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2014	0.065	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2015	0.061	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2016	0.061	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2017	0.089	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2018	0.076	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2019	0.079	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2020	0.071	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2021	0.071	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2022	0.062	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2023	0.09	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2024	0.088	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2025	0.07	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2026	0.069	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2027	0.065	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2028	0.072	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2029	0.074	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2030	0.075	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2031	0.079	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2032	0.083	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2033	0.062	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2034	0.064	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2035	0.083	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2036	0.071	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2037	0.074	XC	L	H	H	VSL1	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2038	0.059	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2039	0.073	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2040	0.062	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2041	0.071	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2042	0.08	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2043	0.087	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2044	0.065	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2045	0.067	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2046	0.081	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2047	0.07	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2048	0.071	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2049	0.068	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2050	0.057	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2051	0.078	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2052	0.08	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2053	0.06	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2054	0.077	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2055	0.068	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2056	0.065	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2057	0.088	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2058	0.081	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2059	0.09	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2060	0.082	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2061	0.063	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2062	0.081	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2063	0.077	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2064	0.072	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2065	0.074	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2066	0.078	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2067	0.067	XG	H	H	H	VSH4	VDH3	19.22660377	62.48346412	557.6272695	70.00744737	31.87477217	585.2711825
2068	0.102	XH	H	H	H	VSH4	VDH4						
2069	0.078	XH	H	H	H	VSH4	VDH4						
2070	0.067	XH	H	H	H	VSH4	VDH4						
2071	0.075	XH	H	H	H	VSH4	VDH4						
2072	0.078	XH	H	H	H	VSH4	VDH4						
2073	0.085	XH	H	H	H	VSH4	VDH4						
2074	0.088	XH	H	H	H	VSH4	VDH4						
2075	0.083	XH	H	H	H	VSH4	VDH4						
2076	0.079	XH	H	H	H	VSH4	VDH4						
2077	0.095	XH	H	H	H	VSH4	VDH4						
2078	0.076	XH	H	H	H	VSH4	VDH4						
2079	0.067	XH	H	H	H	VSH4	VDH4						
2080	0.068	XH	H	H	H	VSH4	VDH4						
2081	0.09	XH	H	H	H	VSH4	VDH4						
2082	0.069	XH	H	H	H	VSH4	VDH4						
2083	0.065	XH	H	H	H	VSH4	VDH4						
2084	0.073	XH	H	H	H	VSH4	VDH4						
2085	0.077	XH	H	H	H	VSH4	VDH4						
2086	0.085	XH	H	H	H	VSH4	VDH4						
2087	0.088	XH	H	H	H	VSH4	VDH4						
2088	0.077	XH	H	H	H	VSH4	VDH4						
2089	0.086	XH	H	H	H	VSH4	VDH4						
2090	0.05	XH	H	H	H	VSH4	VDH4						
2091	0.064	YL	H	L	L	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2092	0.066	YL	H	L	L	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2093	0.08	YL	H	L	L	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2094	0.076	YL	H	L	L	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2095	0.082	YL	H	L	L	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2096	0.077	YL	H	L	L	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2097	0.068	YL	H	L	L	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2098	0.064	YL	H	L	L	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2099	0.053	YL	H	L	L	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2100	0.074	YL	H	L	L	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2101	0.083	YL	H	L	L	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2102	0.067	YL	H	L	L	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2103	0.072	YL	H	L	L	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2104	0.088	YL	H	L	L	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2105	0.088	YL	H	L	L	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2106	0.077	YL	H	L	L	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2107	0.085	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2108	0.084	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2109	0.078	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2110	0.079	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2111	0.086	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2112	0.071	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2113	0.062	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2114	0.079	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2115	0.094	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2116	0.081	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2117	0.082	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2118	0.098	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2119	0.055	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2120	0.08	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2121	0.065	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2122	0.079	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2123	0.084	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2124	0.063	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2125	0.084	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2126	0.066	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2127	0.058	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2128	0.056	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2129	0.084	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2130	0.073	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2131	0.073	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2132	0.069	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2133	0.087	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2134	0.084	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2135	0.086	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2136	0.079	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2137	0.091	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2138	0.057	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2139	0.077	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2140	0.089	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2141	0.077	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2142	0.087	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2143	0.087	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2144	0.076	YL	H	L	H	VSH26	VDL21	27.79044676	62.07774776	1470.619937	125.3384857	75.93148605	1019.515449
2145	0.07	YM	H	H	L	VSH26	VDH28						
2146	0.068	YM	H	H	L	VSH26	VDH28						
2147	0.077	YM	H	H	L	VSH26	VDH28						
2148	0.077	YM	H	H	L	VSH26	VDH28						
2149	0.06	YM	H	H	L	VSH26	VDH28						
2150	0.081	YM	H	H	L	VSH26	VDH28						
2151	0.068	YM	H	H	L	VSH26	VDH28						
2152	0.071	YM	H	H	L	VSH26	VDH28						
2153	0.087	YM	H	H	L	VSH26	VDH28						
2154	0.054	YM	H	H	L	VSH26	VDH28						
2155	0.064	YM	H	H	L	VSH26	VDH28						
2156	0.074	YM	H	H	L	VSH26	VDH28						
2157	0.067	YM	H	H	L	VSH26	VDH28						
2158	0.065	YM	H	H	L	VSH26	VDH28						
2159	0.07	YM	H	H	L	VSH26	VDH28						
2160	0.08	YM	H	H	L	VSH26	VDH28						
2161	0.061	YM	H	H	L	VSH26	VDH28						
2162	0.071	YM	H	H	L	VSH26	VDH28						
2163	0.072	YM	H	H	L	VSH26	VDH28						
2164	0.07	YM	H	H	L	VSH26	VDH28						
2165	0.056	YM	H	H	L	VSH26	VDH28						
2166	0.062	YM	H	H	L	VSH26	VDH28						
2167	0.074	YM	H	H	L	VSH26	VDH28						
2168	0.07	YM	H	H	L	VSH26	VDH28						
2169	0.071	YM	H	H	L	VSH26	VDH28						
2170	0.082	YM	H	H	L	VSH26	VDH28						
2171	0.064	YM	H	H	L	VSH26	VDH28						
2172	0.059	YM	H	H	L	VSH26	VDH28						
2173	0.067	YM	H	H	L	VSH26	VDH28						
2174	0.054	YM	H	H	L	VSH26	VDH28						
2175	0.079	YM	H	H	L	VSH26	VDH28						
2176	0.069	YM	H	H	L	VSH26	VDH28						
2177	0.071	YM	H	H	L	VSH26	VDH28						
2178	0.077	YM	H	H	L	VSH26	VDH28						
2179	0.065	YM	H	H	L	VSH26	VDH28						
2180	0.076	YM	H	H	L	VSH26	VDH28						
2181	0.073	YM	H	H	L	VSH26	VDH28						
2182	0.074	YM	H	H	L	VSH26	VDH28						
2183	0.074	YM	H	H	L	VSH26	VDH28						
2184	0.052	YM	H	H	L	VSH26	VDH28						
2185	0.081	YM	H	H	L	VSH26	VDH28						
2186	0.066	YM	H	H	L	VSH26	VDH28						
